Conference,Year,Title,DOI,AuthorNames-Deduped,Award,Accessible,Early,Resources
Vis,2022,IDLat: An Importance-Driven Latent Generation Method for Scientific Data,10.1109/TVCG.2022.3209419,Jingyi Shen;Haoyu Li;Jiayi Xu 0001;Ayan Biswas;Han-Wei Shen,,,,P;V
Vis,2022,In Defence of Visual Analytics Systems: Replies to Critics,10.1109/TVCG.2022.3209360,Aoyu Wu;Dazhen Deng;Furui Cheng;Yingcai Wu;Shixia Liu;Huamin Qu,,,,P;V
Vis,2022,Incorporation of Human Knowledge into Data Embeddings to Improve Pattern Significance and Interpretability,10.1109/TVCG.2022.3209382,Jie Li 0006;Chun-qi Zhou,,,,P;V
Vis,2022,Interactive and Visual Prompt Engineering for Ad-hoc Task Adaptation with Large Language Models,10.1109/TVCG.2022.3209479,Hendrik Strobelt;Albert Webson;Victor Sanh;Benjamin Hoover;Johanna Beyer;Hanspeter Pfister;Alexander M. Rush,,,,P
Vis,2022,Interactive Visual Analysis of Structure-borne Noise Data,10.1109/TVCG.2022.3209478,Rainer Splechtna;Denis Gracanin;Goran Todorovic;Stanislav Goja;Boris Bedic;Helwig Hauser;Kresimir Matkovic,,,,P;V
Vis,2022,Interactive Visual Cluster Analysis by Contrastive Dimensionality Reduction,10.1109/TVCG.2022.3209423,Jiazhi Xia;Linquan Huang;Weixing Lin;Xin Zhao;Jing Wu 0004;Yang Chen;Ying Zhao 0001;Wei Chen 0001,,,,V
Vis,2022,KiriPhys: Exploring New Data Physicalization Opportunities,10.1109/TVCG.2022.3209365,Foroozan Daneshzand;Charles Perin;Sheelagh Carpendale,,,,P;V
Vis,2022,LargeNetVis: Visual Exploration of Large Temporal Networks Based on Community Taxonomies,10.1109/TVCG.2022.3209477,Claudio D. G. Linhares;Jean R. Ponciano;Diogenes S. Pedro;Luis Enrique Correa da Rocha;Agma J. M. Traina;Jorge Poco,,,,P
Vis,2022,Level Set Restricted Voronoi Tessellation for Large scale Spatial Statistical Analysis,10.1109/TVCG.2022.3209473,Tyson Neuroth;Martin Rieth;Aditya Konduri;Myoungkyu Lee;Jacqueline Chen;Kwan-Liu Ma,,,,P;V
Vis,2022,Lotse: A Practical Framework for Guidance in Visual Analytics,10.1109/TVCG.2022.3209393,Fabian Sperrle;Davide Ceneda;Mennatallah El-Assady,,,,P;V
Vis,2022,Measuring Effects of Spatial Visualization and Domain on Visualization Task Performance: A Comparative Study,10.1109/TVCG.2022.3209491,Sara Tandon;Alfie Abdul-Rahman;Rita Borgo,,,,P;V
Vis,2022,MedChemLens: An Interactive Visual Tool to Support Direction Selection in Interdisciplinary Experimental Research of Medicinal Chemistry,10.1109/TVCG.2022.3209434,Chuhan Shi;Fei Nie;Yicheng Hu;Yige Xu 0001;Lei Chen 0002;Xiaojuan Ma;Qiong Luo 0001,,,,V
Vis,2022,MEDLEY: Intent-based Recommendations to Support Dashboard Composition,10.1109/TVCG.2022.3209421,Aditeya Pandey;Arjun Srinivasan;Vidya Setlur,HM,,,P
Vis,2022,MetaGlyph: Automatic Generation of Metaphoric Glyph-based Visualization,10.1109/TVCG.2022.3209447,Lu Ying;Xinhuan Shu;Dazhen Deng;Yuchen Yang;Tan Tang;Lingyun Yu 0001;Yingcai Wu,,,,P;V
Vis,2022,MosaicSets: Embedding Set Systems into Grid Graphs,10.1109/TVCG.2022.3209485,Peter Rottmann;Markus Wallinger;Annika Bonerath;Sven Gedicke;Martin Nöllenburg;Jan-Henrik Haunert,,,,P;V
Vis,2022,Multi-View Design Patterns and Responsive Visualization for Genomics Data,10.1109/TVCG.2022.3209398,Sehi L'Yi;Nils Gehlenborg,,,,P;V
Vis,2022,Multiple Forecast Visualizations (MFVs): Trade-offs in Trust and Performance in Multiple COVID-19 Forecast Visualizations,10.1109/TVCG.2022.3209457,Lace M. K. Padilla;Racquel Fygenson;Spencer C. Castro;Enrico Bertini,BP,,,P;V
Vis,2022,Multivariate Probabilistic Range Queries for Scalable Interactive 3D Visualization,10.1109/TVCG.2022.3209439,Amani Ageeli;Alberto Jaspe Villanueva;Ronell Sicat;Florian Mannuß;Peter Rautek;Markus Hadwiger,,,,V
Vis,2022,NAS-Navigator: Visual Steering for Explainable One-Shot Deep Neural Network Synthesis,10.1109/TVCG.2022.3209361,Anjul Tyagi;Cong Xie;Klaus Mueller 0001,,,,P;V
Vis,2022,No Grammar to Rule Them All: A Survey of JSON-style DSLs for Visualization,10.1109/TVCG.2022.3209460,Andrew M. McNutt,,,,P;V
Vis,2022,OBTracker: Visual Analytics of Off-ball Movements in Basketball,10.1109/TVCG.2022.3209373,Yihong Wu;Dazhen Deng;Xiao Xie;Moqi He;Jie Xu;Hongzeng Zhang;Hui Zhang 0051;Yingcai Wu,HM,,,V
Vis,2022,On-Tube Attribute Visualization for Multivariate Trajectory Data,10.1109/TVCG.2022.3209400,Benjamin Russig;David Groß;Raimund Dachselt;Stefan Gumhold,,,,V
Vis,2022,PC-Expo: A Metrics-Based Interactive Axes Reordering Method for Parallel Coordinate Displays,10.1109/TVCG.2022.3209392,Anjul Tyagi;Tyler Estro;Geoffrey H. Kuenning;Erez Zadok;Klaus Mueller 0001,,,,P;V
Vis,2022,Photosensitive Accessibility for Interactive Data Visualizations,10.1109/TVCG.2022.3209359,Laura South;Michelle Borkin,,,,P;V
Vis,2022,PMU Tracker: A Visualization Platform for Epicentric Event Propagation Analysis in the Power Grid,10.1109/TVCG.2022.3209380,Anjana Arunkumar;Andrea Pinceti;Lalitha Sankar;Chris Bryan,,,,P;V
Vis,2022,Polyphony: an Interactive Transfer Learning Framework for Single-Cell Data Analysis,10.1109/TVCG.2022.3209408,Furui Cheng;Mark S. Keller;Huamin Qu;Nils Gehlenborg;Qianwen Wang,,,,P;V
Vis,2022,Predicting User Preferences of Dimensionality Reduction Embedding Quality,10.1109/TVCG.2022.3209449,Cristina Morariu;Adrien Bibal;René Cutura;Benoît Frénay;Michael Sedlmair,,,,V
Vis,2022,"Probablement, Wahrscheinlich, Likely? A Cross-Language Study of How People Verbalize Probabilities in Icon Array Visualizations",10.1109/TVCG.2022.3209367,Noëlle Rakotondravony;Yiren Ding;Lane Harrison,,,,P
Vis,2022,PromotionLens: Inspecting Promotion Strategies of Online E-commerce via Visual Analytics,10.1109/TVCG.2022.3209440,Chenyang Zhang;Xiyuan Wang;Chuyi Zhao;Yijing Ren;Tianyu Zhang;Zhenhui Peng;Xiaomeng Fan;Xiaojuan Ma;Quan Li,,,,P;V
Vis,2022,PuzzleFixer: A Visual Reassembly System for Immersive Fragments Restoration,10.1109/TVCG.2022.3209388,Shuainan Ye;Zhutian Chen;Xiangtong Chu;Kang Li 0005;Juntong Luo;Yi Li;Guohua Geng;Yingcai Wu,,,,V
Vis,2022,Quick Clusters: A GPU-Parallel Partitioning for Efficient Path Tracing of Unstructured Volumetric Grids,10.1109/TVCG.2022.3209418,Nathan Morrical;Alper Sahistan;Ugur Güdükbay;Ingo Wald;Valerio Pascucci,HM,,,V
Vis,2022,RankAxis: Towards a Systematic Combination of Projection and Ranking in Multi-Attribute Data Exploration,10.1109/TVCG.2022.3209463,Qiangqiang Liu;Yukun Ren;Zhihua Zhu;Dai Li;Xiaojuan Ma;Quan Li,,,,P;V
Vis,2022,RASIPAM: Interactive Pattern Mining of Multivariate Event Sequences in Racket Sports,10.1109/TVCG.2022.3209452,Jiang Wu;Dongyu Liu;Ziyang Guo;Yingcai Wu,,,,P;V
Vis,2022,Relaxed Dot Plots: Faithful Visualization of Samples and Their Distribution,10.1109/TVCG.2022.3209429,Nils Rodrigues;Christoph Schulz 0001;Sören Döring;Daniel Baumgartner;Tim Krake;Daniel Weiskopf,,,,V
Vis,2022,Revealing the Semantics of Data Wrangling Scripts With Comantics,10.1109/TVCG.2022.3209470,Kai Xiong;Zhongsu Luo;Siwei Fu;Yongheng Wang;Mingliang Xu;Yingcai Wu,,,,P
Vis,2022,Rigel: Transforming Tabular Data by Declarative Mapping,10.1109/TVCG.2022.3209385,Ran Chen;Di Weng;Yanwei Huang;Xinhuan Shu;Jiayi Zhou;Guodao Sun;Yingcai Wu,,,,
Vis,2022,RISeer: Inspecting the Status and Dynamics of Regional Industrial Structure via Visual Analytics,10.1109/TVCG.2022.3209351,Longfei Chen;Yang Ouyang;Haipeng Zhang;Suting Hong;Quan Li,,,,P;V
Vis,2022,RoboHapalytics: A Robot Assisted Haptic Controller for Immersive Analytics,10.1109/TVCG.2022.3209433,Shaozhang Dai;Jim Smiley;Tim Dwyer;Barrett Ens;Lonni Besançon,,,,P;V
Vis,2022,Roboviz: A Game-Centered Project for Information Visualization Education,10.1109/TVCG.2022.3209402,Eytan Adar;Elsie Lee-Robbins,,,,P;V
Vis,2022,Seeing What You Believe or Believing What You See? Belief Biases Correlation Estimation,10.1109/TVCG.2022.3209405,Cindy Xiong;Chase Stokes;Yea-Seul Kim;Steven Franconeri,,,,P;V
Vis,2022,Self-Supervised Color-Concept Association via Image Colorization,10.1109/TVCG.2022.3209481,Ruizhen Hu;Ziqi Ye;Bin Chen;Oliver van Kaick;Hui Huang 0004,,,,V
Vis,2022,SizePairs: Achieving Stable and Balanced Temporal Treemaps using Hierarchical Size-based Pairing,10.1109/TVCG.2022.3209450,Chang Han;Jaemin Jo;Anyi Li;Bongshin Lee;Oliver Deussen;Yunhai Wang,,,,V
Vis,2022,SliceTeller: A Data Slice-Driven Approach for Machine Learning Model Validation,10.1109/TVCG.2022.3209465,Xiaoyu Zhang;Jorge Henrique Piazentin Ono;Huan Song;Liang Gou;Kwan-Liu Ma;Ren Liu,HM,,,V
Vis,2022,sMolBoxes: Dataflow Model for Molecular Dynamics Exploration,10.1109/TVCG.2022.3209411,Pavol Ulbrich;Manuela Waldner;Katarína Furmanová;Sérgio M. Marques;David Bednar;Barbora Kozlíková;Jan Byska,,,,P;V
Vis,2022,Sporthesia: Augmenting Sports Videos Using Natural Language,10.1109/TVCG.2022.3209497,Zhutian Chen;Qisen Yang;Xiao Xie;Johanna Beyer;Haijun Xia;Yingcai Wu;Hanspeter Pfister,,,,P;V
Vis,2022,Striking a Balance: Reader Takeaways and Preferences when Integrating Text and Charts,10.1109/TVCG.2022.3209383,Chase Stokes;Vidya Setlur;Bridget Cogley;Arvind Satyanarayan;Marti A. Hearst,,,,P;V
Vis,2022,Studying Early Decision Making with Progressive Bar Charts,10.1109/TVCG.2022.3209426,Ameya D. Patil;Gaëlle Richer;Christopher Jermaine;Dominik Moritz;Jean-Daniel Fekete,,,,V
Vis,2022,Supporting Expressive and Faithful Pictorial Visualization Design with Visual Style Transfer,10.1109/TVCG.2022.3209486,Yang Shi 0007;Pei Liu;Siji Chen;Mengdi Sun;Nan Cao,HM,,,V
Vis,2022,Tac-Trainer: A Visual Analytics System for IoT-based Racket Sports Training,10.1109/TVCG.2022.3209352,Jiachen Wang;Ji Ma;Kangping Hu;Zheng Zhou;Hui Zhang 0051;Xiao Xie;Yingcai Wu,,,,V
Vis,2022,Taurus: Towards a Unified Force Representation and Universal Solver for Graph Layout,10.1109/TVCG.2022.3209371,Mingliang Xue;Zhi Wang;Fahai Zhong;Yong Wang 0021;Mingliang Xu;Oliver Deussen;Yunhai Wang,,,,V
Vis,2022,Temporal Merge Tree Maps: A Topology-Based Static Visualization for Temporal Scalar Data,10.1109/TVCG.2022.3209387,Wiebke Köpp;Tino Weinkauf,,,,V
Vis,2022,The Influence of Visual Provenance Representations on Strategies in a Collaborative Hand-off Data Analysis Scenario,10.1109/TVCG.2022.3209495,Jeremy E. Block;Shaghayegh Esmaeili;Eric D. Ragan;John R. Goodall;G. David Richardson,,,,P;V
Vis,2022,The Quest for Omnioculars: Embedded Visualization for Augmenting Basketball Game Viewing Experiences,10.1109/TVCG.2022.3209353,Tica Lin;Zhutian Chen;Yalong Yang 0001;Daniele Chiappalupi;Johanna Beyer;Hanspeter Pfister,HM,,,P;V
Vis,2022,The State of the Art in BGP Visualization Tools: A Mapping of Visualization Techniques to Cyberattack Types,10.1109/TVCG.2022.3209412,Justin Raynor;Tarik Crnovrsanin;Sara Di Bartolomeo;Laura South;David Saffo;Cody Dunne,,,,P;V
Vis,2022,"Thirty-Two Years of IEEE VIS: Authors, Fields of Study and Citations",10.1109/TVCG.2022.3209422,Hongtao Hao 0002;Yumian Cui;Zhengxiang Wang;Yea-Seul Kim,,,,P;V
Vis,2022,Towards Natural Language-Based Visualization Authoring,10.1109/TVCG.2022.3209357,Yun Wang 0012;Zhitao Hou;Leixian Shen;Tongshuang Wu;Jiaqi Wang;He Huang;Haidong Zhang;Dongmei Zhang 0001,,,,P;V
Vis,2022,TrafficVis: Visualizing Organized Activity and Spatio-Temporal Patterns for Detecting and Labeling Human Trafficking,10.1109/TVCG.2022.3209403,Catalina Vajiac;Polo Chau;Andreas M. Olligschlaeger;Rebecca Mackenzie;Pratheeksha Nair;Meng-Chieh Lee;Yifei Li;Namyong Park;Reihaneh Rabbany;Christos Faloutsos,HM,,,V
Vis,2022,Traveler: Navigating Task Parallel Traces for Performance Analysis,10.1109/TVCG.2022.3209375,Sayef Azad Sakin;Alex Bigelow;R. Tohid;Connor Scully-Allison;Carlos Scheidegger;Steven R. Brandt;Christopher Taylor;Kevin A. Huck;Hartmut Kaiser;Katherine E. Isaacs,,,,P;V
Vis,2022,Uncertainty-Aware Multidimensional Scaling,10.1109/TVCG.2022.3209420,David Hägele;Tim Krake;Daniel Weiskopf,BP,,,V
Vis,2022,Understanding Barriers to Network Exploration with Visualization: A Report from the Trenches,10.1109/TVCG.2022.3209487,Mashael AlKadi;Vanessa Serrano;James Scott-Brown;Catherine Plaisant;Jean-Daniel Fekete;Uta Hinrichs;Benjamin Bach,,,,V
Vis,2022,Understanding how Designers Find and Use Data Visualization Examples,10.1109/TVCG.2022.3209490,Hannah K. Bako;Xinyi Liu;Leilani Battle;Zhicheng Liu,,,,V
Vis,2022,Unifying Effects of Direct and Relational Associations for Visual Communication,10.1109/TVCG.2022.3209443,Melissa A. Schoenlein;Johnny Campos;Kevin J. Lande;Laurent Lessard;Karen B. Schloss,,,,P;V
Vis,2022,VACSEN: A Visualization Approach for Noise Awareness in Quantum Computing,10.1109/TVCG.2022.3209455,Shaolun Ruan;Yong Wang 0021;Weiwen Jiang;Ying Mao;Qiang Guan,,,,P;V
Vis,2022,VDL-Surrogate: A View-Dependent Latent-based Model for Parameter Space Exploration of Ensemble Simulations,10.1109/TVCG.2022.3209413,Neng Shi;Jiayi Xu 0001;Haoyu Li;Hanqi Guo 0001;Jonathan Woodring;Han-Wei Shen,HM,,,P;V
Vis,2022,Visinity: Visual Spatial Neighborhood Analysis for Multiplexed Tissue Imaging Data,10.1109/TVCG.2022.3209378,Simon Warchol;Robert Krüger;Ajit Johnson Nirmal;Giorgio Gaglia;Jared Jessup;Cecily C. Ritch;John Hoffer;Jeremy Muhlich;Megan L. Burger;Tyler Jacks;Sandro Santagata;Peter K. Sorger;Hanspeter Pfister,,,,V
Vis,2022,Visual Analysis and Detection of Contrails in Aircraft Engine Simulations,10.1109/TVCG.2022.3209356,Nafiul Nipu;Carla Floricel;Negar Naghashzadeh;Roberto Paoli;G. Elisabeta Marai,,,,P;V
Vis,2022,Visual Analysis of Neural Architecture Spaces for Summarizing Design Principles,10.1109/TVCG.2022.3209404,Jun Yuan 0003;Mengchen Liu;Fengyuan Tian;Shixia Liu,,,,P;V
Vis,2022,Visual Comparison of Language Model Adaptation,10.1109/TVCG.2022.3209458,Rita Sevastjanova;Eren Cakmak;Shauli Ravfogel;Ryan Cotterell;Mennatallah El-Assady,,,,P;V
Vis,2022,Visual Concept Programming: A Visual Analytics Approach to Injecting Human Intelligence at Scale,10.1109/TVCG.2022.3209466,Md. Naimul Hoque;Wenbin He;Arvind Kumar Shekar;Liang Gou;Ren Liu,,,,V
Vis,2022,Visualization Design Practices in a Crisis: Behind the Scenes with COVID-19 Dashboard Creators,10.1109/TVCG.2022.3209493,Yixuan Zhang;Yifan Sun 0002;Joseph D. Gaggiano;Neha Kumar;Clio Andris;Andrea G. Parker,,,,P;V
Vis,2022,Visualizing Ensemble Predictions of Music Mood,10.1109/TVCG.2022.3209379,Zelin Ye;Min Chen 0001,,,,P;V
Vis,2022,Visualizing the Passage of Time with Video Temporal Pyramids,10.1109/TVCG.2022.3209454,Melissa E. Swift;Wyatt Ayers;Sophie Pallanck;Scott Wehrwein,,,,P;V
EuroVis,2022,A Flip-book of Knot Diagrams for Visualizing Surfaces in 4-Space,10.1111/cgf.14545,Huan Liu;Hui Zhang,,,,
EuroVis,2022,A Grammar-Based Approach for Applying Visualization Taxonomies to Interaction Logs,10.1111/cgf.14557,Sneha Gathani;Shayan Monadjemi;Alvitta Ottley;Leilani Battle,,,,P
EuroVis,2022,A Process Model for Dashboard Onboarding,10.1111/cgf.14558,Vaishali Dhanoa;Conny Walchshofer;Andreas P. Hinterreiter;Holger Stitz;M. Eduard Gröller;Marc Streit,,,,P
EuroVis,2022,A Survey of Visualization and Analysis in High-Resolution Connectomics,10.1111/cgf.14574,Johanna Beyer;Jakob Troidl;Saeed Boorboor;Markus Hadwiger;Arie E. Kaufman;Hanspeter Pfister,,,,
EuroVis,2022,A Typology of Guidance Tasks in Mixed-Initiative Visual Analytics Environments,10.1111/cgf.14555,Ignacio Pérez-Messina;Davide Ceneda;Mennatallah El-Assady;Silvia Miksch;Fabian Sperrle,,,,
EuroVis,2022,AirLens: Multi-Level Visual Exploration of Air Quality Evolution in Urban Agglomerations,10.1111/cgf.14535,Dezhan Qu;Cheng Lv;Yiming Lin;Huijie Zhang;Rong Wang,,,,
EuroVis,2022,An Interactive Approach for Identifying Structure Definitions,10.1111/cgf.14543,Natalia Mikula;Tom Dörffel;Daniel Baum;Hans-Christian Hege,,,,P
EuroVis,2022,Barrio: Customizable Spatial Neighborhood Analysis and Comparison for Nanoscale Brain Structures,10.1111/cgf.14532,Jakob Troidl;Corrado Calì;Eduard Gröller;Hanspeter Pfister;Markus Hadwiger;Johanna Beyer,,,,
EuroVis,2022,Branch Decomposition-Independent Edit Distances for Merge Trees,10.1111/cgf.14547,Florian Wetzels;Heike Leitte;Christoph Garth,,,,P
EuroVis,2022,Chart Question Answering: State of the Art and Future Directions,10.1111/cgf.14573,Enamul Hoque;Parsa Kavehzadeh;Ahmed Masry,,,,P
EuroVis,2022,CorpusVis: Visual Analysis of Digital Sheet Music Collections,10.1111/cgf.14540,Matthias Miller;Julius Rauscher;Daniel A. Keim;Mennatallah El-Assady,,,,P
EuroVis,2022,DanmuVis: Visualizing Danmu Content Dynamics and Associated Viewer Behaviors in Online Videos,10.1111/cgf.14552,Shuai Chen 0001;Sihang Li;Yanda Li;Junlin Zhu;Juanjuan Long;Siming Chen 0001;Jiawan Zhang;Xiaoru Yuan,,,,
EuroVis,2022,Effective Use of Likert Scales in Visualization Evaluations: A Systematic Review,10.1111/cgf.14521,Laura South;David Saffo;Olga Vitek;Cody Dunne;Michelle A. Borkin,,,,P
EuroVis,2022,Exploring Effects of Ecological Visual Analytics Interfaces on Experts' and Novices' Decision-Making Processes: A Case Study in Air Traffic Control,10.1111/cgf.14554,Elmira Zohrevandi;Carl A. L. Westin;Katerina Vrotsou;Jonas Lundberg,,,,
EuroVis,2022,Exploring How Visualization Design and Situatedness Evoke Compassion in the Wild,10.1111/cgf.14553,Luiz Morais;Nazareno Andrade;D. Sousa,,,,
EuroVis,2022,Exploring Multivariate Event Sequences with an Interactive Similarity Builder,10.1111/cgf.14539,Shaobin Xu;Minghui Sun;Zhengtai Zhang;Hao Xue,,,,
EuroVis,2022,How accessible is my visualization? Evaluating visualization accessibility with Chartability,10.1111/cgf.14522,Frank Elavsky;Cynthia L. Bennett;Dominik Moritz,,,,
EuroVis,2022,Hybrid Touch/Tangible Spatial Selection in Augmented Reality,10.1111/cgf.14550,Mickaël Sereno;Stéphane Gosset;Lonni Besançon;Tobias Isenberg 0001,,,,
EuroVis,2022,HyperNP: Interactive Visual Exploration of Multidimensional Projection Hyperparameters,10.1111/cgf.14531,Gabriel Appleby;Mateus Espadoto;Rui Chen;Samuel Goree;Alexandru C. Telea;Erik W. Anderson;Remco Chang,,,,P
EuroVis,2022,Infographics Wizard: Flexible Infographics Authoring and Design Exploration,10.1111/cgf.14527,Anjul Tyagi;Jian Zhao 0010;Pushkar Patel;Swasti Khurana;Klaus Mueller 0001,,,,P
EuroVis,2022,Interactively Assessing Disentanglement in GANs,10.1111/cgf.14524,Sangwon Jeong;Shusen Liu 0001;Matthew Berger,,,,
EuroVis,2022,Investigating the Role and Interplay of Narrations and Animations in Data Videos,10.1111/cgf.14560,Hao Cheng;Junhong Wang;Yun Wang 0012;Bongshin Lee;Haidong Zhang;Dongmei Zhang 0001,,,,
EuroVis,2022,Level of Detail Exploration of Electronic Transition Ensembles using Hierarchical Clustering,10.1111/cgf.14544,Signe Sidwall Thygesen;Talha Bin Masood;Mathieu Linares;Vijay Natarajan;Ingrid Hotz,,,,
EuroVis,2022,Leveraging Analysis History for Improved In Situ Visualization Recommendation,10.1111/cgf.14529,Will Epperson;Doris Jung Lin Lee;Leijie Wang;Kunal Agarwal;Aditya G. Parameswaran;Dominik Moritz;Adam Perer,,,,
EuroVis,2022,LineageD: An Interactive Visual System for Plant Cell Lineage Assignments based on Correctable Machine Learning,10.1111/cgf.14533,Jiayi Hong;Alain Trubuil;Tobias Isenberg 0001,,,,
EuroVis,2022,LMFingerprints: Visual Explanations of Language Model Embedding Spaces through Layerwise Contextualization Scores,10.1111/cgf.14541,Rita Sevastjanova;Aikaterini-Lida Kalouli;Christin Beck;Hanna Hauptmann;Mennatallah El-Assady,,,,
EuroVis,2022,LOOPS: LOcally Optimized Polygon Simplification,10.1111/cgf.14546,Alireza Amiraghdam;Alexandra Diehl;Renato Pajarola,,,,
EuroVis,2022,Misinformed by Visualization: What Do We Learn From Misinformative Visualizations?,10.1111/cgf.14559,Leo Yu-Ho Lo;Ayush Gupta;Kento Shigyo;Aoyu Wu;Enrico Bertini;Huamin Qu,,,,P
EuroVis,2022,Mobile and Multimodal? A Comparative Evaluation of Interactive Workplaces for Visual Data Exploration,10.1111/cgf.14551,Gabriela Molina León;Michael Lischka;W. Luo;Andreas Breiter,,,,
EuroVis,2022,"ModelWise: Interactive Model Comparison for Model Diagnosis, Improvement and Selection",10.1111/cgf.14525,Linhao Meng;Stef van den Elzen;Anna Vilanova,,,,
EuroVis,2022,Nested Papercrafts for Anatomical and Biological Edutainment,10.1111/cgf.14561,Marwin Schindler;Thorsten Korpitsch;Renata G. Raidou;Hsiang-Yun Wu,,,,P
