Conference,Year,Title,DOI,AuthorNames-Deduped,Award,Accessible,Early,Resources
SciVis,2015,Visual Verification of Space Weather Ensemble Simulations,10.1109/SciVis.2015.7429487,Alexander Bock 0002;Asher Pembroke;M. Leila Mays;Lutz Rastaetter;Timo Ropinski;Anders Ynnerman,,,,
SciVis,2015,Visualization and Analysis of Rotating Stall for Transonic Jet Engine Simulation,10.1109/TVCG.2015.2467952,Chun-Ming Chen;Soumya Dutta;Xiaotong Liu;Gregory Heinlein;Han-Wei Shen;Jen-Ping Chen,,,,
SciVis,2015,Visualization-by-Sketching: An Artist's Interface for Creating Multivariate Time-Varying Data Visualizations,10.1109/TVCG.2015.2467153,David Schroeder;Daniel F. Keefe,BP,,,
SciVis,2015,Visualizing 3D flow through cutting planes,10.1109/SciVis.2015.7429513,Colin Ware;Andrew H. Stevens,,,,
SciVis,2015,Visualizing crossing probabilistic tracts,10.1109/SciVis.2015.7429506,Mathias Goldau;André Reichenbach;Mario Hlawitschka,,,,
SciVis,2015,Visualizing Tensor Normal Distributions at Multiple Levels of Detail,10.1109/TVCG.2015.2467031,Amin Abbasloo;Vitalis Wiens;Max Hermann;Thomas Schultz 0001,,,,
InfoVis,2015,A comparative study between RadViz and Star Coordinates,10.1109/TVCG.2015.2467324,Manuel Rubio-Sánchez;Laura Raya;Francisco Diaz;Alberto Sánchez 0001,,,,
InfoVis,2015,A Linguistic Approach to Categorical Color Assignment for Data Visualization,10.1109/TVCG.2015.2467471,Vidya Setlur;Maureen C. Stone,,,,
InfoVis,2015,A Psychophysical Investigation of Size as a Physical Variable,10.1109/TVCG.2015.2467951,Yvonne Jansen;Kasper Hornbæk,,,,
InfoVis,2015,A Simple Approach for Boundary Improvement of Euler Diagrams,10.1109/TVCG.2015.2467992,Paolo Simonetto;Daniel Archambault;Carlos Scheidegger,,,,
InfoVis,2015,Acquired Codes of Meaning in Data Visualization and Infographics: Beyond Perceptual Primitives,10.1109/TVCG.2015.2467321,Lydia Byrne;Daniel Angus;Janet Wiles,,,,
InfoVis,2015,AggreSet: Rich and Scalable Set Exploration using Visualizations of Element Aggregations,10.1109/TVCG.2015.2467051,Mehmet Adil Yalçin;Niklas Elmqvist;Benjamin B. Bederson,,,,
InfoVis,2015,AmbiguityVis: Visualization of Ambiguity in Graph Layouts,10.1109/TVCG.2015.2467691,Yong Wang 0021;Qiaomu Shen;Daniel Archambault;Zhiguang Zhou;Min Zhu;Sixiao Yang;Huamin Qu,,,,
InfoVis,2015,Automatic Selection of Partitioning Variables for Small Multiple Displays,10.1109/TVCG.2015.2467323,Anushka Anand;Justin Talbot,,,,
InfoVis,2015,Beyond Memorability: Visualization Recognition and Recall,10.1109/TVCG.2015.2467732,Michelle Borkin;Zoya Bylinskii;Nam Wook Kim;Constance May Bainbridge;Chelsea S. Yeh;Daniel Borkin;Hanspeter Pfister;Aude Oliva,,,,
InfoVis,2015,Beyond Weber's Law: A Second Look at Ranking Visualizations of Correlation,10.1109/TVCG.2015.2467671,Matthew Kay 0001;Jeffrey Heer,HM,,,
InfoVis,2015,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research",10.1109/TVCG.2015.2466992,Jimmy Johansson 0001;Camilla Forsell,,,,
InfoVis,2015,Guidelines for Effective Usage of Text Highlighting Techniques,10.1109/TVCG.2015.2467759,Hendrik Strobelt;Daniela Oelke;Bum Chul Kwon;Tobias Schreck;Hanspeter Pfister,,,,
InfoVis,2015,High-Quality Ultra-Compact Grid Layout of Grouped Networks,10.1109/TVCG.2015.2467251,Vahan Yoghourdjian;Tim Dwyer;Graeme Gange;Steve Kieffer;Karsten Klein 0001;Kim Marriott,,,,
InfoVis,2015,HOLA: Human-like Orthogonal Network Layout,10.1109/TVCG.2015.2467451,Steve Kieffer;Tim Dwyer;Kim Marriott;Michael Wybrow,BP,,,
InfoVis,2015,How do People Make Sense of Unfamiliar Visualizations?: A Grounded Model of Novice's Information Visualization Sensemaking,10.1109/TVCG.2015.2467195,Sukwon Lee;Sung-Hee Kim;Ya-Hsin Hung;Heidi Lam;Youn ah Kang;Ji Soo Yi,,,,
InfoVis,2015,"Improving Bayesian Reasoning: The Effects of Phrasing, Visualization, and Spatial Ability",10.1109/TVCG.2015.2467758,Alvitta Ottley;Evan M. Peck;Lane Harrison;Daniel Afergan;Caroline Ziemkiewicz;Holly A. Taylor;Paul K. J. Han;Remco Chang,,,,
InfoVis,2015,"Matches, Mismatches, and Methods: Multiple-View Workflows for Energy Portfolio Analysis",10.1109/TVCG.2015.2466971,Matthew Brehmer;Jocelyn Ng;Kevin Tate;Tamara Munzner,,,,
InfoVis,2015,Off the Radar: Comparative Evaluation of Radial Visualization Solutions for Composite Indicators,10.1109/TVCG.2015.2467322,Yael Albo;Joel Lanir;Peter Bak;Sheizaf Rafaeli,,,,
InfoVis,2015,Optimal Sets of Projections of High-Dimensional Data,10.1109/TVCG.2015.2467132,Dirk J. Lehmann;Holger Theisel,,,,
InfoVis,2015,Orientation-Enhanced Parallel Coordinate Plots,10.1109/TVCG.2015.2467872,Renata G. Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,,,,
InfoVis,2015,Poemage: Visualizing the Sonic Topology of a Poem,10.1109/TVCG.2015.2467811,Nina McCurdy;Julie Lein;Katherine Coles;Miriah D. Meyer,,,,
InfoVis,2015,Probing Projections: Interaction Techniques for Interpreting Arrangements and Errors of Dimensionality Reductions,10.1109/TVCG.2015.2467717,Julian Stahnke;Marian Dörk;Boris Müller;Andreas Thom 0002,,,,
InfoVis,2015,Reactive Vega: A Streaming Dataflow Architecture for Declarative Interactive Visualization,10.1109/TVCG.2015.2467091,Arvind Satyanarayan;Ryan Russell;Jane Hoffswell;Jeffrey Heer,,,,
InfoVis,2015,SchemeLens: A Content-Aware Vector-Based Fisheye Technique for Navigating Large Systems Diagrams,10.1109/TVCG.2015.2467035,Aurélie Cohé;Bastien Liutkus;Gilles Bailly;James R. Eagan;Eric Lecolinet,,,,
InfoVis,2015,Sketching Designs Using the Five Design-Sheet Methodology,10.1109/TVCG.2015.2467271,Jonathan Roberts 0002;Christopher James Headleand;Panagiotis D. Ritsos,,,,
InfoVis,2015,Spatial Reasoning and Data Displays,10.1109/TVCG.2015.2469125,Susan VanderPlas;Heike Hofmann,,,,
InfoVis,2015,Speculative Practices: Utilizing InfoVis to Explore Untapped Literary Collections,10.1109/TVCG.2015.2467452,Uta Hinrichs;Stefania Forlini;Bridget Moynihan,,,,
InfoVis,2015,Suggested Interactivity: Seeking Perceived Affordances for Information Visualization,10.1109/TVCG.2015.2467201,Jeremy Boy;Louis Eveillard;Françoise Détienne;Jean-Daniel Fekete,,,,
InfoVis,2015,Time Curves: Folding Time to Visualize Patterns of Temporal Evolution in Data,10.1109/TVCG.2015.2467851,Benjamin Bach;Conglei Shi;Nicolas Heulot;Tara M. Madhyastha;Thomas J. Grabowski;Pierre Dragicevic,,,,
InfoVis,2015,TimeNotes: A Study on Effective Chart Visualization and Interaction Techniques for Time-Series Data,10.1109/TVCG.2015.2467751,James S. Walker;Rita Borgo;Mark W. Jones,,,,
InfoVis,2015,TimeSpan: Using Visualization to Explore Temporal Multi-dimensional Data of Stroke Patients,10.1109/TVCG.2015.2467325,Mona Hosseinkhani Loorak;Charles Perin;Noreen Kamal;Michael D. Hill;Sheelagh Carpendale,,,,
InfoVis,2015,Vials: Visualizing Alternative Splicing of Genes,10.1109/TVCG.2015.2467911,Hendrik Strobelt;Bilal Alsallakh;Joseph Botros;Brant Peterson;Mark Borowsky;Hanspeter Pfister;Alexander Lex,,,,
InfoVis,2015,Visual Encodings of Temporal Uncertainty: A Comparative User Study,10.1109/TVCG.2015.2467752,Theresia Gschwandtner;Markus Bögl;Paolo Federico 0001;Silvia Miksch,,,,
InfoVis,2015,Visual Mementos: Reflecting Memories with Personal Data,10.1109/TVCG.2015.2467831,Alice Thudt;Dominikus Baur;Samuel Huron;Sheelagh Carpendale,,,,
InfoVis,2015,"Visualization, Selection, and Analysis of Traffic Flows",10.1109/TVCG.2015.2467112,Roeland Scheepens;Christophe Hurter;Huub van de Wetering;Jarke J. van Wijk,,,,
InfoVis,2015,Visualizing Multiple Variables Across Scale and Geography,10.1109/TVCG.2015.2467199,Sarah Goodwin;Jason Dykes;Aidan Slingsby;Cagatay Turkay,,,,
InfoVis,2015,Visually Comparing Weather Features in Forecasts,10.1109/TVCG.2015.2467754,P. Samuel Quinan;Miriah D. Meyer,,,,
InfoVis,2015,Voyager: Exploratory Analysis via Faceted Browsing of Visualization Recommendations,10.1109/TVCG.2015.2467191,Kanit Wongsuphasawat;Dominik Moritz;Anushka Anand;Jock D. Mackinlay;Bill Howe;Jeffrey Heer,,,,
EuroVis,2015,A Multi-task Comparative Study on Scatter Plots and Parallel Coordinates Plots,10.1111/cgf.12638,Rassadarie Kanjanabose;Alfie Abdul-Rahman;Min Chen 0001,,,,
EuroVis,2015,A Novel Framework for Visual Detection and Exploration of Performance Bottlenecks in Organic Photovoltaic Solar Cell Materials,10.1111/cgf.12652,Amal Aboulhassan;Daniel Baum;Olga Wodo;Baskar Ganapathysubramanian;Aram Amassian;Markus Hadwiger,,,,
EuroVis,2015,A Shot at Visual Vulnerability Analysis,10.1111/cgf.12651,Ethan Kerzner;Lee A. Butler;Charles D. Hansen;Miriah D. Meyer,,,,
EuroVis,2015,Adaptive Recommendations for Enhanced Non-linear Exploration of Annotated 3D Objects,10.1111/cgf.12616,Marcos Balsa Rodríguez;Marco Agus;Fabio Marton;Enrico Gobbetti,,,,
EuroVis,2015,An Evaluation of the Impact of Visual Embellishments in Bar Charts,10.1111/cgf.12634,Drew Skau;Lane Harrison;Robert Kosara,,,,
EuroVis,2015,An Exploratory Study of Data Sketching for Visual Representation,10.1111/cgf.12635,Jagoda Walny;Samuel Huron;Sheelagh Carpendale,,,,
EuroVis,2015,Cell lineage visualisation,10.1111/cgf.12614,A. Johannes Pretorius;Imtiaz A. Khan;Rachel J. Errington,,,,
EuroVis,2015,Compressive Volume Rendering,10.1111/cgf.12622,Xiaoyang Liu;Usman R. Alim,,,,
EuroVis,2015,Data-driven Evaluation of Visual Quality Measures,10.1111/cgf.12632,Michael Sedlmair;Michaël Aupetit 0001,,,,
EuroVis,2015,Detangler: Visual Analytics for Multiplex Networks,10.1111/cgf.12644,Benjamin Renoust;Guy Melançon;Tamara Munzner,,,,
EuroVis,2015,Dual Adjacency Matrix: Exploring Link Groups in Dense Networks,10.1111/cgf.12643,Kasper Dinkla;Nathalie Henry Riche;Michel A. Westenberg,,,,
EuroVis,2015,Edge-Aware Volume Smoothing Using L0 Gradient Minimization,10.1111/cgf.12625,Qichao Wang;Yubo Tao;Hai Lin 0003,,,,
EuroVis,2015,Efficient Contrast Effect Compensation with Personalized Perception Models,10.1111/cgf.12633,Sebastian Mittelstädt;Daniel A. Keim,,,,
EuroVis,2015,Efficient Local Histogram Searching via Bitmap Indexing,10.1111/cgf.12620,Tzu-Hsuan Wei;Chun-Ming Chen;Ayan Biswas,,,,
EuroVis,2015,Evaluating 2D Flow Visualization Using Eye Tracking,10.1111/cgf.12662,Hsin Yang Ho;I-Cheng Yeh 0001;Yu-Chi Lai;Wen-Chieh Lin;Fu-Yin Cherng,,,,
EuroVis,2015,Exploring Traffic Dynamics in Urban Environments Using Vector-Valued Functions,10.1111/cgf.12628,Jorge Poco;Harish Doraiswamy;Huy T. Vo;João Luiz Dihl Comba;Juliana Freire;Cláudio T. Silva,,,,
EuroVis,2015,Feature-Driven Visual Analytics of Chaotic Parameter-Dependent Movement,10.1111/cgf.12654,Martin Luboschik;Martin Rohlig;Arne T. Bittig;Natalia V. Andrienko;Heidrun Schumann;Christian Tominski,BP,,,
EuroVis,2015,Fiber Surfaces: Generalizing Isosurfaces to Bivariate Data,10.1111/cgf.12636,Hamish A. Carr;Zhao Geng;Julien Tierny;Amit Chattopadhyay;Aaron Knoll,,,,
EuroVis,2015,Finite-Time Mass Separation for Comparative Visualizations of Inertial Particles,10.1111/cgf.12659,Tobias Günther;Holger Theisel,,,,
EuroVis,2015,GraphUnit: Evaluating Interactive Graph Visualizations Using Crowdsourcing,10.1111/cgf.12657,Mershack Okoe;Radu Jianu,,,,
EuroVis,2015,Guided Volume Editing based on Histogram Dissimilarity,10.1111/cgf.12621,Alexey Karimov;Gabriel Mistelbauer;Thomas Auzinger;Stefan Bruckner,,,,
EuroVis,2015,Interactive Fusion and Tracking For Multi-Modal Spatial Data Visualization,10.1111/cgf.12637,Mai El-Shehaly;Denis Gracanin;Mohamed A. Gad;Hicham G. Elmongui;Kresimir Matkovic,,,,
EuroVis,2015,Interactive Visual Analysis for Vehicle Detector Data,10.1111/cgf.12629,Yi-Cheng Chen;Yu-Shuen Wang;Wen-Chieh Lin;Wei-Xiang Huang;I-Chen Lin,,,,
EuroVis,2015,Learning Probabilistic Transfer Functions: A Comparative Study of Classifiers,10.1111/cgf.12623,Krishna Prasad Soundararajan;Thomas Schultz 0001,,,,
EuroVis,2015,Map-based Visualizations Increase Recall Accuracy of Data,10.1111/cgf.12656,Bahador Saket;Carlos Scheidegger;Stephen G. Kobourov;Katy Börner,,,,
EuroVis,2015,MoleCollar and Tunnel Heat Map Visualizations for Conveying Spatio-Temporo-Chemical Properties Across and Along Protein Voids,10.1111/cgf.12612,Jan Byska;Adam Jurcík;M. Eduard Gröller;Ivan Viola;Barbora Kozlíková,,,,
EuroVis,2015,Mosaic Drawings and Cartograms,10.1111/cgf.12648,Rafael G. Cano;Kevin Buchin;Thom Castermans;Astrid Pieterse;Willem Sonke;Bettina Speckmann,,,,
EuroVis,2015,Perfopticon: Visual Query Analysis for Distributed Databases,10.1111/cgf.12619,Dominik Moritz;Daniel Halperin;Bill Howe;Jeffrey Heer,,,,
EuroVis,2015,Persistent Homology for the Evaluation of Dimensionality Reduction Schemes,10.1111/cgf.12655,Bastian Rieck;Heike Leitte,,,,
EuroVis,2015,Photoelasticity Raycasting,10.1111/cgf.12626,Michael Bußler;Thomas Ertl;Filip Sadlo,,,,
EuroVis,2015,Quantitative Measures for Cartogram Generation Techniques,10.1111/cgf.12647,Md. Jawaherul Alam;Stephen G. Kobourov;Sankar Veeramoni,,,,
EuroVis,2015,Rationale Visualization for Safety and Security,10.1111/cgf.12631,Roeland Scheepens;Steffen Michels;Huub van de Wetering;Jarke J. van Wijk,,,,
EuroVis,2015,"Refinery: Visual Exploration of Large, Heterogeneous Networks through Associative Browsing",10.1111/cgf.12642,Sanjay Kairam;Nathalie Henry Riche;Steven Mark Drucker;Roland Fernandez;Jeffrey Heer,,,,
EuroVis,2015,Rule-Enhanced Transfer Function Generation for Medical Volume Visualization,10.1111/cgf.12624,Lile Cai;Binh P. Nguyen;Chee-Kong Chui;Sim Heng Ong,,,,
EuroVis,2015,Small MultiPiles: Piling Time to Explore Temporal Patterns in Dynamic Networks,10.1111/cgf.12615,Benjamin Bach;Nathalie Henry Riche;Tim Dwyer;Tara M. Madhyastha;Jean-Daniel Fekete;Thomas J. Grabowski,,,,
EuroVis,2015,Towards a smooth design process for static communicative node-link diagrams,10.1111/cgf.12658,Andre Suslik Spritzer;Jeremy Boy;Pierre Dragicevic;Jean-Daniel Fekete;Carla Maria Dal Sasso Freitas,,,,
EuroVis,2015,Uncovering Representative Groups in Multidimensional Projections,10.1111/cgf.12640,Paulo Joia;Fabiano Petronetto;Luis Gustavo Nonato,,,,
EuroVis,2015,Vector Field Visualization of Advective-Diffusive Flows,10.1111/cgf.12660,Hendrik Hochstetter;Maximilian Wurm;Andreas Kolb 0001,,,,
EuroVis,2015,"VIMTEX: A Visualization Interface for Multivariate, Time-Varying, Geological Data Exploration",10.1111/cgf.12646,Aritra Dasgupta;Robert Kosara;Luke J. Gosink,,,,
EuroVis,2015,Visual Analysis of Proximal Temporal Relationships of Social and Communicative Behaviors,10.1111/cgf.12617,Yi Han 0005;Agata Rozga;Nevena Dimitrova;Gregory D. Abowd;John T. Stasko,,,,
EuroVis,2015,Visual Analysis of Spatio-Temporal Data: Applications in Weather Forecasting,10.1111/cgf.12650,Alexandra Diehl;Leandro Pelorosso;Claudio Delrieux;Celeste Saulo;Juan Ruiz 0002;M. Eduard Gröller;Stefan Bruckner,,,,
EuroVis,2015,Visual Analytics for Correlation-Based Comparison of Time Series Ensembles,10.1111/cgf.12653,Patrick Köthur;Carl Witt;Mike Sips;Norbert Marwan;Stefan Schinkel;Doris Dransch,,,,
EuroVis,2015,Visual Analytics for Exploring Local Impact of Air Traffic,10.1111/cgf.12630,Juri Buchmüller;Halldór Janetzko;Gennady L. Andrienko;Natalia V. Andrienko;Georg Fuchs;Daniel A. Keim,,,,
EuroVis,2015,Visual Analytics for the Exploration of Tumor Tissue Characterization,10.1111/cgf.12613,Renata Georgia Raidou;Uulke A. van der Heide;Cuong Viet Dinh;Ghazaleh Ghobadi;Jesper Kallehauge;Marcel Breeuwer;Anna Vilanova,,,,
EuroVis,2015,Visual Assessment of Alleged Plagiarism Cases,10.1111/cgf.12618,Patrick Riehmann;Martin Potthast;Benno Stein 0001;Bernd Fröhlich 0001,,,,
EuroVis,2015,Visual Exploration of High-Dimensional Data through Subspace Analysis and Dynamic Projections,10.1111/cgf.12639,Shusen Liu 0001;Bei Wang 0001;Jayaraman J. Thiagarajan;Peer-Timo Bremer;Valerio Pascucci,,,,
EuroVis,2015,Visualization of Coherent Structures of Light Transport,10.1111/cgf.12661,Tobias Zirr;Marco Ament;Carsten Dachsbacher,,,,
EuroVis,2015,Visualization of Object-Centered Vulnerability to Possible Flood Hazards,10.1111/cgf.12645,Daniel Cornel;Artem Konev;Bernhard Sadransky;Zsolt Horváth;M. Eduard Gröller;Jürgen Waser,HM,,,
EuroVis,2015,Visualization of Particle-based Data with Transparency and Ambient Occlusion,10.1111/cgf.12627,Joachim Staib;Sebastian Grottel;Stefan Gumhold,,,,
EuroVis,2015,"Visualizing Time-Specific Hurricane Predictions, with Uncertainty, from Storm Path Ensembles",10.1111/cgf.12649,Le Liu 0007;Mahsa Mirzargar;Robert M. Kirby;Ross T. Whitaker;Donald H. House,,,,
EuroVis,2015,Visualnostics: Visual Guidance Pictograms for Analyzing Projections of High-dimensional Data,10.1111/cgf.12641,Dirk J. Lehmann;Fritz Kemmler;Tatsiana Zhyhalava;Marco Kirschke;Holger Theisel,,,,
CHI,2015,"""Everyone Is Talking about It!"": A Distributed Approach to Urban Voting Technology and Visualisations",10.1145/2702123.2702263,Lisa Koeman;Vaiva Kalnikaité;Yvonne Rogers,,,,
CHI,2015,(s|qu)eries: Visual Regular Expressions for Querying and Exploring Event Sequences,10.1145/2702123.2702262,Emanuel Zgraggen;Steven Mark Drucker;Danyel Fisher;Robert DeLine,,,,
CHI,2015,An Evaluation of Interactive Map Comparison Techniques,10.1145/2702123.2702130,María-Jesús Lobo;Emmanuel Pietriga;Caroline Appert,,,,
CHI,2015,An Interactive System for Data Structure Development,10.1145/2702123.2702319,Jibin Ou;Martin T. Vechev;Otmar Hilliges,,,,
CHI,2015,BodyVis: A New Approach to Body Learning Through Wearable Sensing and Visualization,10.1145/2702123.2702299,Leyla Norooz;Matthew Louis Mauriello;Anita Jorgensen;Brenna McNally;Jon E. Froehlich,,,,
CHI,2015,Designing Information for Remediating Cognitive Biases in Decision-Making,10.1145/2702123.2702239,Yunfeng Zhang;Rachel K. E. Bellamy;Wendy A. Kellogg,,,,
CHI,2015,DocuViz: Visualizing Collaborative Writing,10.1145/2702123.2702517,Dakuo Wang;Judith S. Olson;Jingwen Zhang;Trung Nguyen;Gary M. Olson,,,,
CHI,2015,Effects of Display Size and Resolution on User Behavior and Insight Acquisition in Visual Exploration,10.1145/2702123.2702406,Khairi Reda;Andrew E. Johnson 0001;Michael E. Papka;Jason Leigh,,,,
CHI,2015,EnviroPulse: Providing Feedback about the Expected Affective Valence of the Environment,10.1145/2702123.2702510,Deltcho Valtchanov;Mark S. Hancock,,,,
CHI,2015,Evaluating How Level of Detail of Visual History Affects Process Memory,10.1145/2702123.2702376,Eric D. Ragan;John R. Goodall;Albert Tung,,,,
CHI,2015,Evaluating the Memorability of Physical Visualizations,10.1145/2702123.2702248,Simon Stusak;Jeannette Schwarz;Andreas Butz,,,,
CHI,2015,Exploring Interactions with Physically Dynamic Bar Charts,10.1145/2702123.2702604,Faisal Taher;John Hardy;Abhijit Karnik;Christian Weichel;Yvonne Jansen;Kasper Hornbæk;Jason Alexander,,,,
CHI,2015,Exploring the Role of Activity Trace Design on Evaluations of Online Worker Quality,10.1145/2702123.2702195,Jennifer Marlow;Laura A. Dabbish;Jodi L. Forlizzi,,,,
CHI,2015,g-Miner: Interactive Visual Group Mining on Multivariate Graphs,10.1145/2702123.2702446,Nan Cao 0001;Yu-Ru Lin;Liangyue Li;Hanghang Tong,,,,
CHI,2015,Head-Mounted Display Visualizations to Support Sound Awareness for the Deaf and Hard of Hearing,10.1145/2702123.2702393,Dhruv Jain;Leah Findlater;Jamie Gilkeson;Benjamin Holland;Ramani Duraiswami;Dmitry N. Zotkin;Christian Vogler;Jon E. Froehlich,,,,
CHI,2015,How Deceptive are Deceptive Visualizations?: An Empirical Analysis of Common Distortion Techniques,10.1145/2702123.2702608,Anshul Vikram Pandey;Katharina Rall;Margaret L. Satterthwaite;Oded Nov;Enrico Bertini,,,,
CHI,2015,ImmerseBoard: Immersive Telepresence Experience using a Digital Whiteboard,10.1145/2702123.2702160,Keita Higuchi;Yinpeng Chen;Philip A. Chou;Zhengyou Zhang;Zicheng Liu 0001,,,,
CHI,2015,Infographic Aesthetics: Designing for the First Impression,10.1145/2702123.2702545,Lane Harrison;Katharina Reinecke;Remco Chang,,,,
CHI,2015,"ISOTYPE Visualization: Working Memory, Performance, and Engagement with Pictographs",10.1145/2702123.2702275,Steve Haroz;Robert Kosara;Steven L. Franconeri,,,,
CHI,2015,LeviPath: Modular Acoustic Levitation for 3D Path Visualisations,10.1145/2702123.2702333,Themis Omirou;Asier Marzo;Sue Ann Seah;Sriram Subramanian,,,,
CHI,2015,Making Software Tutorial Video Responsive,10.1145/2702123.2702209,Cuong Nguyen 0003;Feng Liu 0015,,,,
CHI,2015,MatrixWave: Visual Comparison of Event Sequence Data,10.1145/2702123.2702419,Jian Zhao 0010;Zhicheng Liu 0001;Mira Dontcheva;Aaron Hertzmann;Alan Wilson 0004,,,,
CHI,2015,ModelTracker: Redesigning Performance Analysis Tools for Machine Learning,10.1145/2702123.2702509,Saleema Amershi;Max Chickering;Steven Mark Drucker;Bongshin Lee;Patrice Y. Simard;Jina Suh,,,,
CHI,2015,Opportunities and Challenges for Data Physicalization,10.1145/2702123.2702180,Yvonne Jansen;Pierre Dragicevic;Petra Isenberg;Jason Alexander;Abhijit Karnik;Johan Kildal;Sriram Subramanian;Kasper Hornbæk,,,,
CHI,2015,Patina Engraver: Visualizing Activity Logs as Patina in Fashionable Trackers,10.1145/2702123.2702213,Moon-Hwan Lee;Seijin Cha;Tek-Jin Nam,,,,
CHI,2015,Personality as a Predictor of User Strategy: How Locus of Control Affects Search Strategies on Tree Visualizations,10.1145/2702123.2702590,Alvitta Ottley;Huahai Yang;Remco Chang,,,,
CHI,2015,SketchSliders: Sketching Widgets for Visual Exploration on Wall Displays,10.1145/2702123.2702129,Theophanis Tsandilas;Anastasia Bezerianos;Thibaut Jacob,,,,
CHI,2015,Statsplorer: Guiding Novices in Statistical Analysis,10.1145/2702123.2702347,Chat Wacharamanotham;Krishna Subramanian 0002;Sarah Theres Völkel;Jan O. Borchers,,,,
CHI,2015,Stock Lamp: An Engagement-Versatile Visualization Design,10.1145/2702123.2702323,Yuzuru Tanahashi;Kwan-Liu Ma,,,,
CHI,2015,Storytelling in Information Visualizations: Does it Engage Users to Explore Data?,10.1145/2702123.2702452,Jeremy Boy;Françoise Détienne;Jean-Daniel Fekete,,,,
CHI,2015,STRATOS: Using Visualization to Support Decisions in Strategic Software Release Planning,10.1145/2702123.2702426,Bon Adriel Aseniero;Tiffany Wun;David Ledo;Guenther Ruhe;Anthony Tang 0001;Sheelagh Carpendale,,,,
CHI,2015,TastyBeats: Designing Palatable Representations of Physical Activity,10.1145/2702123.2702197,Rohit Ashok Khot;Jeewon Lee;Deepti Aggarwal;Larissa Hjorth;Florian 'Floyd' Mueller,,,,
CHI,2015,The Effects of Representation and Juxtaposition on Graphical Perception of Matrix Visualization,10.1145/2702123.2702217,Xiaotong Liu;Han-Wei Shen,,,,
CHI,2015,Trajectory Bundling for Animated Transitions,10.1145/2702123.2702476,Fan Du;Nan Cao 0001;Jian Zhao 0010;Yu-Ru Lin,,,,
CHI,2015,TurkBench: Rendering the Market for Turkers,10.1145/2702123.2702279,Benjamin V. Hanrahan;Jutta K. Willamowski;Saiganesh Swaminathan;David B. Martin 0001,,,,
CHI,2015,Twist and Learn: Interface Learning in 3DOF Exploration of 3D Scatterplots,10.1145/2702123.2702201,Mark M. Shovman;James L. Bown;Andrea Szymkowiak;Kenneth C. Scott-Brown,,,,
CHI,2015,Understanding Data Videos: Looking at Narrative Visualization through the Cinematography Lens,10.1145/2702123.2702431,Fereshteh Amini;Nathalie Henry Riche;Bongshin Lee;Christophe Hurter;Pourang Irani,,,,
CHI,2015,VeilMe: An Interactive Visualization Tool for Privacy Configuration of Using Personality Traits,10.1145/2702123.2702293,Yang Wang;Liang Gou;Anbang Xu;Michelle X. Zhou;Huahai Yang;Hernan Badenes,,,,
VAST,2014,#FluxFlow: Visual Analysis of Anomalous Information Spreading on Social Media,10.1109/TVCG.2014.2346922,Jian Zhao 0010;Nan Cao;Zhen Wen;Yale Song;Yu-Ru Lin;Christopher Collins 0001,HM,,,
VAST,2014,A Five-Level Design Framework for Bicluster Visualizations,10.1109/TVCG.2014.2346665,Maoyuan Sun;Chris North 0001;Naren Ramakrishnan,,,,
VAST,2014,A System for Visual Analysis of Radio Signal Data,10.1109/VAST.2014.7042479,Tarik Crnovrsanin;Chris Muelder;Kwan-Liu Ma,,,,
VAST,2014,A Visual Reasoning Approach for Data-driven Transport Assessment on Urban Roads,10.1109/VAST.2014.7042486,Fei Wang 0016;Wei Chen 0001;Feiran Wu;Ye Zhao 0003;Han Hong;Tianyu Gu;Long Wang;Ronghua Liang;Hujun Bao,,,,
VAST,2014,An Insight- and Task-based Methodology for Evaluating Spatiotemporal Visual Analytics,10.1109/VAST.2014.7042482,Steven R. Gomez;Hua Guo;Caroline Ziemkiewicz;David H. Laidlaw,,,,
VAST,2014,An Integrated Visual Analysis System for Fusing MR Spectroscopy and Multi-Modal Radiology Imaging,10.1109/VAST.2014.7042481,Miguel Nunes;Benjamin Rowland;Matthias Schlachter;Soléakhéna Ken;Kresimir Matkovic;Anne Laprie;Katja Bühler,,,,
VAST,2014,"Analyzing High-dimensional Multivariate Network Links with Integrated Anomaly Detection, Highlighting and Exploration",10.1109/VAST.2014.7042484,Sungahn Ko;Shehzad Afzal;Simon J. Walton;Yang Yang;Junghoon Chae;Abish Malik;Yun Jang;Min Chen 0001;David S. Ebert,,,,
VAST,2014,Baseball4D: A Tool for Baseball Game Reconstruction & Visualization,10.1109/VAST.2014.7042478,Carlos A. Dietrich;David Koop;Huy T. Vo;Cláudio T. Silva,,,,
VAST,2014,BoundarySeer: Visual Analysis of 2D Boundary Changes,10.1109/VAST.2014.7042490,Wenchao Wu;Yixian Zheng;Huamin Qu;Wei Chen 0001;M. Eduard Gröller;Lionel M. Ni,,,,
VAST,2014,ConTour: Data-Driven Exploration of Multi-Relational Datasets for Drug Discovery,10.1109/TVCG.2014.2346752,Christian Partl;Alexander Lex;Marc Streit;Hendrik Strobelt;Anne Mai Wassermann;Hanspeter Pfister;Dieter Schmalstieg,,,,
